period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Mountain,Mountain,497489,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Pacific,Pacific,507578,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Arizona,Arizona,123032,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Central,Central,123042,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Eastern,Eastern,123051,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Mountain,Mountain,123032,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Pacific,Pacific,123024,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Arizona,Arizona,1568,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Central,Central,1510,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Eastern,Eastern,1453,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Mountain,Mountain,1568,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Pacific,Pacific,1626,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,167779,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,167779,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,167779,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,167779,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,167779,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Arizona,Arizona,245,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Central,Central,245,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Eastern,Eastern,246,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Mountain,Mountain,245,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Pacific,Pacific,245,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Arizona,Arizona,391875,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Central,Central,411406,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Eastern,Eastern,431367,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Mountain,Mountain,391875,megawatthours
2026-01-29,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Pacific,Pacific,372461,megawatthours
2026-01-29,ISNE,ISO New England,BAT,Battery storage,Arizona,Arizona,1207,megawatthours
2026-01-29,ISNE,ISO New England,BAT,Battery storage,Central,Central,1217,megawatthours
2026-01-29,ISNE,ISO New England,BAT,Battery storage,Eastern,Eastern,1242,megawatthours
2026-01-29,ISNE,ISO New England,BAT,Battery storage,Mountain,Mountain,1207,megawatthours
2026-01-29,ISNE,ISO New England,BAT,Battery storage,Pacific,Pacific,1194,megawatthours
2026-01-29,ISNE,ISO New England,COL,Coal,Arizona,Arizona,10,megawatthours
2026-01-29,ISNE,ISO New England,COL,Coal,Central,Central,10,megawatthours
2026-01-29,ISNE,ISO New England,COL,Coal,Eastern,Eastern,10,megawatthours
2026-01-29,ISNE,ISO New England,COL,Coal,Mountain,Mountain,10,megawatthours
2026-01-29,ISNE,ISO New England,COL,Coal,Pacific,Pacific,10,megawatthours
2026-01-29,ISNE,ISO New England,NG,Natural Gas,Arizona,Arizona,119981,megawatthours
2026-01-29,ISNE,ISO New England,NG,Natural Gas,Central,Central,119243,megawatthours
2026-01-29,ISNE,ISO New England,NG,Natural Gas,Eastern,Eastern,118413,megawatthours
2026-01-29,ISNE,ISO New England,NG,Natural Gas,Mountain,Mountain,119981,megawatthours
2026-01-29,ISNE,ISO New England,NG,Natural Gas,Pacific,Pacific,120797,megawatthours
2026-01-29,ISNE,ISO New England,NUC,Nuclear,Arizona,Arizona,84650,megawatthours
2026-01-29,ISNE,ISO New England,NUC,Nuclear,Central,Central,84644,megawatthours
2026-01-29,ISNE,ISO New England,NUC,Nuclear,Eastern,Eastern,84698,megawatthours
2026-01-29,ISNE,ISO New England,NUC,Nuclear,Mountain,Mountain,84650,megawatthours
2026-01-29,ISNE,ISO New England,NUC,Nuclear,Pacific,Pacific,84651,megawatthours
2026-01-29,ISNE,ISO New England,OIL,Petroleum,Arizona,Arizona,110806,megawatthours
2026-01-29,ISNE,ISO New England,OIL,Petroleum,Central,Central,111725,megawatthours
2026-01-29,ISNE,ISO New England,OIL,Petroleum,Eastern,Eastern,112709,megawatthours
2026-01-29,ISNE,ISO New England,OIL,Petroleum,Mountain,Mountain,110806,megawatthours
2026-01-29,ISNE,ISO New England,OIL,Petroleum,Pacific,Pacific,109985,megawatthours
2026-01-29,ISNE,ISO New England,OTH,Other,Arizona,Arizona,14942,megawatthours
2026-01-29,ISNE,ISO New England,OTH,Other,Central,Central,14954,megawatthours
2026-01-29,ISNE,ISO New England,OTH,Other,Eastern,Eastern,14969,megawatthours
2026-01-29,ISNE,ISO New England,OTH,Other,Mountain,Mountain,14942,megawatthours
2026-01-29,ISNE,ISO New England,OTH,Other,Pacific,Pacific,14933,megawatthours
2026-01-29,ISNE,ISO New England,PS,Pumped storage,Arizona,Arizona,6164,megawatthours
2026-01-29,ISNE,ISO New England,PS,Pumped storage,Central,Central,6164,megawatthours
2026-01-29,ISNE,ISO New England,PS,Pumped storage,Eastern,Eastern,6164,megawatthours
2026-01-29,ISNE,ISO New England,PS,Pumped storage,Mountain,Mountain,6164,megawatthours
2026-01-29,ISNE,ISO New England,PS,Pumped storage,Pacific,Pacific,6164,megawatthours
2026-01-29,ISNE,ISO New England,SNB,Solar with integrated battery storage,Arizona,Arizona,6,megawatthours
2026-01-29,ISNE,ISO New England,SNB,Solar with integrated battery storage,Central,Central,6,megawatthours
2026-01-29,ISNE,ISO New England,SNB,Solar with integrated battery storage,Eastern,Eastern,6,megawatthours
2026-01-29,ISNE,ISO New England,SNB,Solar with integrated battery storage,Mountain,Mountain,6,megawatthours
2026-01-29,ISNE,ISO New England,SNB,Solar with integrated battery storage,Pacific,Pacific,6,megawatthours
2026-01-29,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,1473,megawatthours
2026-01-29,ISNE,ISO New England,SUN,Solar,Central,Central,1474,megawatthours
2026-01-29,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,1475,megawatthours
2026-01-29,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,1473,megawatthours
2026-01-29,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,1472,megawatthours
2026-01-29,ISNE,ISO New England,WAT,Hydro,Arizona,Arizona,16346,megawatthours
2026-01-29,ISNE,ISO New England,WAT,Hydro,Central,Central,16345,megawatthours
2026-01-29,ISNE,ISO New England,WAT,Hydro,Eastern,Eastern,16361,megawatthours
2026-01-29,ISNE,ISO New England,WAT,Hydro,Mountain,Mountain,16346,megawatthours
2026-01-29,ISNE,ISO New England,WAT,Hydro,Pacific,Pacific,16370,megawatthours
2026-01-29,ISNE,ISO New England,WND,Wind,Arizona,Arizona,27768,megawatthours
2026-01-29,ISNE,ISO New England,WND,Wind,Central,Central,27338,megawatthours
2026-01-29,ISNE,ISO New England,WND,Wind,Eastern,Eastern,26824,megawatthours
2026-01-29,ISNE,ISO New England,WND,Wind,Mountain,Mountain,27768,megawatthours
2026-01-29,ISNE,ISO New England,WND,Wind,Pacific,Pacific,28246,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Arizona,Arizona,390,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Central,Central,204,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Eastern,Eastern,173,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Mountain,Mountain,390,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Pacific,Pacific,338,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Arizona,Arizona,754387,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Central,Central,754051,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Eastern,Eastern,753456,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Mountain,Mountain,754387,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Pacific,Pacific,754383,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Arizona,Arizona,899754,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Central,Central,901062,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Eastern,Eastern,902056,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Mountain,Mountain,899754,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Pacific,Pacific,897088,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Arizona,Arizona,283730,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Central,Central,283754,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Eastern,Eastern,283775,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Mountain,Mountain,283730,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Pacific,Pacific,283714,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Arizona,Arizona,14328,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Central,Central,14347,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Eastern,Eastern,14406,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Mountain,Mountain,14328,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Pacific,Pacific,14313,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,85829,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,85830,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,85831,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,85829,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,85829,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Arizona,Arizona,23043,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Central,Central,23092,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Eastern,Eastern,23128,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Mountain,Mountain,23043,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Pacific,Pacific,22988,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Arizona,Arizona,69538,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Central,Central,71054,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Eastern,Eastern,74238,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Mountain,Mountain,69538,megawatthours
2026-01-29,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Pacific,Pacific,68968,megawatthours
2026-01-29,NYIS,New York Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NG,Natural Gas,Arizona,Arizona,271190,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NG,Natural Gas,Central,Central,270985,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NG,Natural Gas,Eastern,Eastern,270958,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NG,Natural Gas,Mountain,Mountain,271190,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NG,Natural Gas,Pacific,Pacific,271304,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NUC,Nuclear,Arizona,Arizona,81765,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NUC,Nuclear,Central,Central,81817,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NUC,Nuclear,Eastern,Eastern,81879,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NUC,Nuclear,Mountain,Mountain,81765,megawatthours
2026-01-29,NYIS,New York Independent System Operator,NUC,Nuclear,Pacific,Pacific,81724,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OIL,Petroleum,Arizona,Arizona,9368,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OIL,Petroleum,Central,Central,9368,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OIL,Petroleum,Eastern,Eastern,9368,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OIL,Petroleum,Mountain,Mountain,9368,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OIL,Petroleum,Pacific,Pacific,9368,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OTH,Other,Arizona,Arizona,5278,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OTH,Other,Central,Central,5262,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OTH,Other,Eastern,Eastern,5297,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OTH,Other,Mountain,Mountain,5278,megawatthours
2026-01-29,NYIS,New York Independent System Operator,OTH,Other,Pacific,Pacific,5286,megawatthours
2026-01-29,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WAT,Hydro,Arizona,Arizona,63265,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WAT,Hydro,Central,Central,63360,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WAT,Hydro,Eastern,Eastern,63271,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WAT,Hydro,Mountain,Mountain,63265,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WAT,Hydro,Pacific,Pacific,63221,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WND,Wind,Arizona,Arizona,27488,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WND,Wind,Central,Central,27486,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WND,Wind,Eastern,Eastern,27358,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WND,Wind,Mountain,Mountain,27488,megawatthours
2026-01-29,NYIS,New York Independent System Operator,WND,Wind,Pacific,Pacific,27573,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",COL,Coal,Arizona,Arizona,731308,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",COL,Coal,Central,Central,731887,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",COL,Coal,Eastern,Eastern,732852,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",COL,Coal,Mountain,Mountain,731308,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",COL,Coal,Pacific,Pacific,731246,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Arizona,Arizona,1383649,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Central,Central,1379659,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Eastern,Eastern,1374556,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Mountain,Mountain,1383649,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Pacific,Pacific,1387746,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Arizona,Arizona,807510,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Central,Central,807546,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Eastern,Eastern,807573,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Mountain,Mountain,807510,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Pacific,Pacific,807481,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Arizona,Arizona,63517,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Central,Central,63036,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Eastern,Eastern,62547,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Mountain,Mountain,63517,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Pacific,Pacific,64007,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OTH,Other,Arizona,Arizona,56049,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OTH,Other,Central,Central,56359,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OTH,Other,Eastern,Eastern,56618,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OTH,Other,Mountain,Mountain,56049,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",OTH,Other,Pacific,Pacific,55712,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,67414,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,67414,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,67414,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,67414,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",SUN,Solar,Pacific,Pacific,67414,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",WAT,Hydro,Arizona,Arizona,41179,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",WAT,Hydro,Central,Central,41243,megawatthours
2026-01-29,PJM,"PJM Interconnection, LLC",WAT,Hydro,Eastern,Eastern,41253,megawatthours
